caseId,startDate,endDate,activity
AW-2022-11-09,2022-11-09 00:49:51,2022-11-09 00:54:21,Core 7
AW-2022-11-09,2022-11-09 00:54:21,2022-11-09 01:34:21,Deep 5
AW-2022-11-09,2022-11-09 01:34:21,2022-11-09 01:39:21,Core 8
AW-2022-11-09,2022-11-09 01:39:21,2022-11-09 02:01:21,REM 2
AW-2022-11-09,2022-11-09 02:01:21,2022-11-09 02:03:21,Awake 2
AW-2022-11-09,2022-11-09 02:03:21,2022-11-09 02:55:21,Core 9
AW-2022-11-09,2022-11-09 02:55:21,2022-11-09 03:11:51,REM 3
AW-2022-11-09,2022-11-09 03:11:51,2022-11-09 05:11:21,Core 10
AW-2022-11-09,2022-11-09 05:11:21,2022-11-09 06:05:21,REM 4
AW-2022-11-09,2022-11-09 06:05:21,2022-11-09 06:39:51,Core 11
